Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 11-01-2018,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
4/3/2016,06 - 07,"21,44","17,78","21,44","17,78","21,44","17,78","21,44","17,78","21,44","17,78","21,44","17,78","21,44","17,78","21,44","17,78","21,44","17,78","45,00","32,42","21,44","17,78","21,44","17,78"
4/3/2016,07 - 08,"26,24","19,80","26,24","19,80","26,24","19,80","26,24","19,80","26,24","19,80","26,24","19,80","26,24","19,80","26,24","19,80","30,97","19,80","39,37","19,80","26,24","19,80","30,97","19,80"
4/3/2016,08 - 09,"32,89","19,90","32,89","19,90","32,89","19,90","32,89","19,90","32,89","19,90","32,89","19,90","32,89","19,90","32,89","19,90","33,16","19,90","60,00","19,90","32,89","19,90","33,16","19,90"
4/3/2016,09 - 10,"29,32","21,00","29,32","21,00","29,32","21,00","29,32","21,00","29,32","21,00","29,32","21,00","29,32","21,00","29,32","21,00","29,32","21,00","45,08","28,30","29,32","21,00","29,32","21,00"
4/3/2016,10 - 11,"26,69","21,00","26,69","21,00","26,69","21,00","26,69","21,00","26,69","21,00","26,69","21,00","26,69","21,00","26,69","21,00","26,69","21,00","100,00","35,07","26,69","21,00","26,69","21,00"
4/3/2016,11 - 12,"23,78","23,78","23,78","23,78","23,78","23,78","23,78","23,78","23,78","23,78","23,78","23,78","23,78","23,78","23,78","23,78","23,78","23,78","100,00","35,35","23,78","23,78","23,78","23,78"
4/3/2016,12 - 13,"22,48","22,48","22,48","22,48","22,48","22,48","22,48","22,48","22,48","22,48","22,48","22,48","22,48","22,48","22,48","22,48","22,48","22,48","99,00","36,34","22,48","22,48","22,48","22,48"
4/3/2016,13 - 14,"21,78","21,78","21,78","21,78","21,78","21,78","21,78","21,78","21,78","21,78","21,78","21,78","21,78","21,78","21,78","21,78","21,78","21,78","36,91","36,91","21,78","21,78","21,78","21,78"
4/3/2016,14 - 15,"21,39","19,00","21,39","19,00","21,39","19,00","21,39","19,00","21,39","19,00","21,39","19,00","21,39","19,00","21,39","19,00","21,39","19,00","55,00","32,07","21,39","19,00","21,39","19,00"
4/3/2016,15 - 16,"21,36","18,00","21,36","18,00","21,36","18,00","21,36","18,00","21,36","18,00","21,36","18,00","21,36","18,00","21,36","18,00","21,36","18,00","45,00","32,45","21,36","18,00","21,36","18,00"
4/3/2016,16 - 17,"21,28","18,00","21,28","18,00","21,28","18,00","21,28","18,00","21,28","18,00","21,28","18,00","21,28","18,00","21,28","18,00","21,28","18,00","45,00","32,47","21,28","18,00","21,28","18,00"
4/3/2016,17 - 18,"21,89","21,89","21,89","21,89","21,89","21,89","21,89","21,89","21,89","21,89","21,89","21,89","21,89","21,89","21,89","21,89","25,05","25,05","60,00","45,92","21,89","21,89","25,05","25,05"
4/3/2016,18 - 19,"22,06","22,06","22,06","22,06","22,06","22,06","22,06","22,06","22,06","22,06","22,06","22,06","22,06","22,06","22,06","22,06","48,84","25,28","46,11","46,11","22,06","22,06","48,84","25,28"
4/3/2016,19 - 20,"21,34","21,34","21,34","21,34","21,34","21,34","21,34","21,34","21,34","21,34","21,34","21,34","21,34","21,34","21,34","21,34","27,21","21,34","31,06","31,06","21,34","21,34","27,21","21,34"
4/3/2016,20 - 21,"21,04","21,04","21,04","21,04","21,04","21,04","21,04","21,04","21,04","21,04","21,04","21,04","21,04","21,04","21,04","21,04","27,21","21,04","22,99","22,99","21,04","21,04","27,21","21,04"
4/3/2016,21 - 22,"20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","50,00","23,68","20,67","20,67","20,67","20,67"
4/3/2016,22 - 23,"20,14","20,14","20,14","20,14","20,14","20,14","20,14","20,14","20,14","20,14","20,14","20,14","20,14","20,14","20,14","20,14","20,14","20,14","29,00","20,14","20,14","20,14","20,14","20,14"
4/3/2016,23 - 00,"19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73","19,73"
5/3/2016,00 - 01,"19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","19,66","2,95","2,95","19,66","19,66"
5/3/2016,01 - 02,"19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17","19,17"
5/3/2016,02 - 03,"19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04","19,04"
5/3/2016,03 - 04,"18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96","18,96"
5/3/2016,04 - 05,"18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88","18,88"
5/3/2016,05 - 06,"19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01","19,01"
5/3/2016,06 - 07,"19,12","15,97","19,12","15,97","19,12","15,97","19,12","15,97","19,12","15,97","19,12","15,97","19,12","15,97","19,12","15,97","19,12","15,97","19,12","15,97","19,12","15,97","19,12","15,97"
5/3/2016,07 - 08,"19,83","15,97","19,83","15,97","19,83","15,97","19,83","15,97","19,83","15,97","19,83","15,97","19,83","15,97","19,83","15,97","19,83","15,97","19,83","15,97","19,83","15,97","19,83","15,97"
5/3/2016,08 - 09,"20,32","15,97","20,32","15,97","20,32","15,97","20,32","15,97","20,32","15,97","20,32","15,97","20,32","15,97","20,32","15,97","20,32","15,97","20,32","15,97","20,32","15,97","20,32","15,97"
5/3/2016,09 - 10,"23,54","17,30","23,54","17,30","23,54","17,30","23,54","17,30","23,54","17,30","23,54","17,30","23,54","17,30","23,54","17,30","23,54","17,30","23,54","17,30","23,54","17,30","23,54","17,30"
5/3/2016,10 - 11,"24,00","21,07","24,00","21,07","24,00","21,07","24,00","21,07","24,00","21,07","24,00","21,07","24,00","21,07","24,00","21,07","24,00","21,07","24,00","21,07","24,00","21,07","24,00","21,07"
5/3/2016,11 - 12,"24,00","20,99","24,00","20,99","24,00","20,99","24,00","20,99","24,00","20,99","24,00","20,99","24,00","20,99","24,00","20,99","24,00","20,99","24,00","20,99","24,00","20,99","24,00","20,99"
5/3/2016,12 - 13,"24,00","20,78","24,00","20,78","24,00","20,78","24,00","20,78","24,00","20,78","24,00","20,78","24,00","20,78","24,00","20,78","24,00","20,78","24,00","20,78","24,00","20,78","24,00","20,78"
5/3/2016,13 - 14,"25,00","20,23","25,00","20,23","25,00","20,23","25,00","20,23","25,00","20,23","25,00","20,23","25,00","20,23","25,00","20,23","25,00","20,23","25,00","20,23","25,00","20,23","25,00","20,23"
5/3/2016,14 - 15,"25,00","19,93","25,00","19,93","25,00","19,93","25,00","19,93","25,00","19,93","25,00","19,93","25,00","19,93","25,00","19,93","25,00","19,93","25,00","19,93","25,00","19,93","25,00","19,93"
5/3/2016,15 - 16,"25,00","19,91","25,00","19,91","25,00","19,91","25,00","19,91","25,00","19,91","25,00","19,91","25,00","19,91","25,00","19,91","25,00","19,91","25,00","19,91","25,00","19,91","25,00","19,91"
5/3/2016,16 - 17,"23,74","20,52","23,74","20,52","23,74","20,52","23,74","20,52","23,74","20,52","23,74","20,52","23,74","20,52","23,74","20,52","23,74","20,52","23,74","20,59","23,74","20,52","23,74","20,52"
5/3/2016,17 - 18,"23,82","20,96","23,82","20,96","23,82","20,96","23,82","20,96","23,82","20,96","23,82","20,96","23,82","20,96","23,82","20,96","23,82","20,96","30,05","30,05","23,82","20,96","23,82","20,96"
5/3/2016,18 - 19,"24,20","21,36","24,20","21,36","24,20","21,36","24,20","21,36","24,20","21,36","24,20","21,36","24,20","21,36","24,20","21,36","24,20","21,36","27,46","27,46","24,20","21,36","24,20","21,36"
5/3/2016,19 - 20,"24,20","21,11","24,20","21,11","24,20","21,11","24,20","21,11","24,20","21,11","24,20","21,11","24,20","21,11","24,20","21,11","24,20","21,11","24,20","23,04","24,20","21,11","24,20","21,11"
5/3/2016,20 - 21,"24,40","20,61","24,40","20,61","24,40","20,61","24,40","20,61","24,40","20,61","24,40","20,61","24,40","20,61","24,40","20,61","24,40","20,61","24,40","20,61","24,40","20,61","24,40","20,61"
5/3/2016,21 - 22,"22,28","20,41","22,28","20,41","22,28","20,41","22,28","20,41","22,28","20,41","22,28","20,41","22,28","20,41","22,28","20,41","22,28","20,41","22,28","21,94","22,28","20,41","22,28","20,41"
5/3/2016,22 - 23,"22,20","19,93","22,20","19,93","22,20","19,93","22,20","19,93","22,20","19,93","22,20","19,93","22,20","19,93","22,20","19,93","22,20","19,93","31,00","21,24","22,20","19,93","22,20","19,93"
5/3/2016,23 - 00,"22,12","19,52","22,12","19,52","22,12","19,52","22,12","19,52","22,12","19,52","22,12","19,52","22,12","19,52","22,12","19,52","22,12","19,52","22,12","19,52","22,12","19,52","22,12","19,52"
6/3/2016,00 - 01,"22,69","20,03","22,69","20,03","22,69","20,03","22,69","20,03","22,69","20,03","22,69","20,03","22,69","20,03","22,69","20,03","22,69","20,03","22,69","20,03","22,69","20,03","22,69","20,03"
6/3/2016,01 - 02,"22,00","19,46","22,00","19,46","22,00","19,46","22,00","19,46","22,00","19,46","22,00","19,46","22,00","19,46","22,00","19,46","22,00","19,46","22,00","19,46","22,00","19,46","22,00","19,46"
6/3/2016,02 - 03,"20,00","19,13","20,00","19,13","20,00","19,13","20,00","19,13","20,00","19,13","20,00","19,13","20,00","19,13","20,00","19,13","20,00","19,13","20,00","19,13","20,00","19,13","20,00","19,13"
6/3/2016,03 - 04,"20,00","18,69","20,00","18,69","20,00","18,69","20,00","18,69","20,00","18,69","20,00","18,69","20,00","18,69","20,00","18,69","20,00","18,69","20,00","18,69","20,00","18,69","20,00","18,69"
6/3/2016,04 - 05,"20,00","18,58","20,00","18,58","20,00","18,58","20,00","18,58","20,00","18,58","20,00","18,58","20,00","18,58","20,00","18,58","20,00","18,58","20,00","18,58","20,00","18,58","20,00","18,58"
6/3/2016,05 - 06,"20,00","18,83","20,00","18,83","20,00","18,83","20,00","18,83","20,00","18,83","20,00","18,83","20,00","18,83","20,00","18,83","20,00","18,83","20,00","18,83","20,00","18,83","20,00","18,83"
6/3/2016,06 - 07,"20,00","18,65","20,00","18,65","20,00","18,65","20,00","18,65","20,00","18,65","20,00","18,65","20,00","18,65","20,00","18,65","20,00","18,65","20,00","18,65","20,00","18,65","20,00","18,65"
6/3/2016,07 - 08,"20,00","18,78","20,00","18,78","20,00","18,78","20,00","18,78","20,00","18,78","20,00","18,78","20,00","18,78","20,00","18,78","20,00","18,78","20,00","18,78","20,00","18,78","20,00","18,78"
6/3/2016,08 - 09,"22,51","19,28","22,51","19,28","22,51","19,28","22,51","19,28","22,51","19,28","22,51","19,28","22,51","19,28","22,51","19,28","22,51","19,28","22,51","19,28","22,51","19,28","22,51","19,28"
6/3/2016,09 - 10,"23,58","19,99","23,58","19,99","23,58","19,99","23,58","19,99","23,58","19,99","23,58","19,99","23,58","19,99","23,58","19,99","23,58","19,99","23,58","19,99","23,58","19,99","23,58","19,99"
6/3/2016,10 - 11,"23,90","20,26","23,90","20,26","23,90","20,26","23,90","20,26","23,90","20,26","23,90","20,26","23,90","20,26","23,90","20,26","23,90","20,26","23,90","20,26","23,90","20,26","23,90","20,26"
6/3/2016,11 - 12,"23,90","20,51","23,90","20,51","23,90","20,51","23,90","20,51","23,90","20,51","23,90","20,51","23,90","20,51","23,90","20,51","23,90","20,51","23,90","20,51","23,90","20,51","23,90","20,51"
6/3/2016,12 - 13,"23,80","20,01","23,80","20,01","23,80","20,01","23,80","20,01","23,80","20,01","23,80","20,01","23,80","20,01","23,80","20,01","23,80","20,01","23,80","20,01","23,80","20,02","23,80","20,01"
6/3/2016,13 - 14,"22,51","19,15","22,51","19,15","22,51","19,15","22,51","19,15","22,51","19,15","22,51","19,15","22,51","19,15","22,51","19,15","22,51","19,15","22,51","19,15","22,51","19,14","22,51","19,15"
6/3/2016,14 - 15,"22,51","18,84","22,51","18,84","22,51","18,84","22,51","18,84","22,51","18,84","22,51","18,84","22,51","18,84","22,51","18,84","22,51","18,84","22,51","18,84","22,51","18,84","22,51","18,84"
6/3/2016,15 - 16,"22,51","18,83","22,51","18,83","22,51","18,83","22,51","18,83","22,51","18,83","22,51","18,83","22,51","18,83","22,51","18,83","22,51","18,83","22,51","18,83","22,51","18,83","22,51","18,83"
6/3/2016,16 - 17,"23,01","19,19","23,01","19,19","23,01","19,19","23,01","19,19","23,01","19,19","23,01","19,19","23,01","19,19","23,01","19,19","23,01","19,19","23,01","19,19","23,01","18,73","23,01","19,19"
6/3/2016,17 - 18,"24,47","20,57","24,47","20,57","24,47","20,57","24,47","20,57","24,47","20,57","24,47","20,57","24,47","20,57","24,47","20,57","24,47","20,57","24,47","20,57","24,47","20,57","24,47","20,57"
6/3/2016,18 - 19,"28,42","22,37","28,42","22,37","28,42","22,37","28,42","22,37","28,42","22,37","28,42","22,37","28,42","22,37","28,42","22,37","28,42","22,83","28,42","22,37","28,42","22,83","28,42","22,83"
6/3/2016,19 - 20,"28,42","21,87","28,42","21,87","28,42","21,87","28,42","21,87","28,42","21,87","28,42","21,87","28,42","21,87","28,42","21,87","28,42","21,87","28,42","21,87","28,42","21,87","28,42","21,87"
6/3/2016,20 - 21,"28,42","21,13","28,42","21,13","28,42","21,13","28,42","21,13","28,42","21,13","28,42","21,13","28,42","21,13","28,42","21,13","28,42","21,13","28,42","21,13","28,42","21,13","28,42","21,13"
6/3/2016,21 - 22,"27,00","20,94","27,00","20,94","27,00","20,94","27,00","20,94","27,00","20,94","27,00","20,94","27,00","20,94","27,00","20,94","27,00","20,94","27,00","20,94","27,00","20,94","27,00","20,94"
6/3/2016,22 - 23,"25,00","20,30","25,00","20,30","25,00","20,30","25,00","20,30","25,00","20,30","25,00","20,30","25,00","20,30","25,00","20,30","25,00","20,30","25,00","20,30","25,00","20,30","25,00","20,30"
6/3/2016,23 - 00,"24,07","19,59","24,07","19,59","24,07","19,59","24,07","19,59","24,07","19,59","24,07","19,59","24,07","19,59","24,07","19,59","24,07","19,59","24,07","19,59","24,07","19,59","24,07","19,59"
7/3/2016,00 - 01,"23,19","19,93","23,19","19,93","23,19","19,93","23,19","19,93","23,19","19,93","23,19","19,93","23,19","19,93","23,19","19,93","23,19","19,93","23,19","19,93","23,19","19,93","23,19","19,93"
7/3/2016,01 - 02,"22,70","19,74","22,70","19,74","22,70","19,74","22,70","19,74","22,70","19,74","22,70","19,74","22,70","19,74","22,70","19,74","22,70","19,74","22,70","19,74","22,70","19,74","22,70","19,74"
7/3/2016,02 - 03,"22,60","19,63","22,60","19,63","22,60","19,63","22,60","19,63","22,60","19,63","22,60","19,63","22,60","19,63","22,60","19,63","22,60","19,63","22,60","19,63","22,60","19,63","22,60","19,63"
7/3/2016,03 - 04,"21,43","19,51","21,43","19,51","21,43","19,51","21,43","19,51","21,43","19,51","21,43","19,51","21,43","19,51","21,43","19,51","21,43","19,51","21,43","19,51","21,43","19,51","21,43","19,51"
7/3/2016,04 - 05,"19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79"
7/3/2016,05 - 06,"21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01","21,01"
7/3/2016,06 - 07,"21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49","21,49"
7/3/2016,07 - 08,"24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18","24,18"
7/3/2016,08 - 09,"25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71","25,71"
7/3/2016,09 - 10,"30,00","28,65","30,00","28,65","30,00","28,65","30,00","28,65","30,00","28,65","30,00","28,65","30,00","28,65","30,00","28,65","30,00","28,65","30,00","28,65","30,00","28,65","30,00","28,65"
7/3/2016,10 - 11,"32,00","27,57","32,00","27,57","32,00","27,57","32,00","27,57","32,00","27,57","32,00","27,57","32,00","27,57","32,00","27,57","32,00","27,57","32,00","27,57","32,00","27,57","32,00","27,57"
7/3/2016,11 - 12,"32,00","25,68","32,00","25,68","32,00","25,68","32,00","25,68","32,00","25,68","32,00","25,68","32,00","25,68","32,00","25,68","32,00","25,68","32,00","25,68","32,00","25,68","32,00","25,68"
7/3/2016,12 - 13,"27,42","25,18","27,42","25,18","27,42","25,18","27,42","25,18","27,42","25,18","27,42","25,18","27,42","25,18","27,42","25,18","27,42","25,18","27,42","25,18","27,42","25,18","27,42","25,18"
7/3/2016,13 - 14,"24,91","18,50","24,91","18,50","24,91","18,50","24,91","18,50","24,91","18,50","24,91","18,50","24,91","18,50","24,91","18,50","24,91","18,50","24,91","18,50","24,91","18,50","24,91","18,50"
7/3/2016,14 - 15,"24,22","17,70","24,22","17,70","24,22","17,70","24,22","17,70","24,22","17,70","24,22","17,70","24,22","17,70","24,22","17,70","24,22","17,70","24,22","17,70","24,22","17,70","24,22","17,70"
7/3/2016,15 - 16,"22,90","17,70","22,90","17,70","22,90","17,70","22,90","17,70","22,90","17,70","22,90","17,70","22,90","17,70","22,90","17,70","22,90","17,70","22,90","17,70","22,90","17,70","22,90","17,70"
7/3/2016,16 - 17,"23,34","19,50","23,34","19,50","23,34","19,50","23,34","19,50","23,34","19,50","23,34","19,50","23,34","19,50","23,34","19,50","23,34","19,50","23,34","19,50","23,34","19,50","23,34","19,50"
7/3/2016,17 - 18,"23,01","19,50","23,01","19,50","26,87","19,50","26,87","19,50","23,01","19,50","26,87","19,50","26,87","19,50","26,87","19,50","29,91","19,50","26,87","19,50","26,87","19,50","29,91","19,50"
7/3/2016,18 - 19,"26,08","16,61","26,08","16,61","29,98","19,50","29,98","19,50","26,08","16,61","29,98","19,50","29,98","19,50","29,98","19,50","32,95","19,50","29,98","19,50","29,98","19,50","32,95","19,50"
7/3/2016,19 - 20,"26,29","19,50","26,29","19,50","26,29","19,50","26,29","19,50","26,29","19,50","26,29","19,50","26,29","19,50","26,29","19,50","28,55","19,50","26,29","19,50","26,29","19,50","28,55","19,50"
7/3/2016,20 - 21,"23,33","19,50","23,33","19,50","23,33","19,50","23,33","19,50","23,33","19,50","23,33","19,50","23,33","19,50","23,33","19,50","25,06","19,50","23,33","19,50","23,33","19,50","25,06","19,50"
7/3/2016,21 - 22,"21,78","19,50","21,78","19,50","21,78","19,50","21,78","19,50","21,78","19,50","21,78","19,50","21,78","19,50","21,78","19,50","21,78","19,50","21,78","19,50","21,78","19,50","21,78","19,50"
7/3/2016,22 - 23,"21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22","21,22"
