Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 11-01-2018,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
28-02-2016,02 - 03,"18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01","18,01"
28-02-2016,03 - 04,"17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96","17,96"
28-02-2016,04 - 05,"17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88","17,88"
28-02-2016,05 - 06,"18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03"
28-02-2016,06 - 07,"18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09","18,09"
28-02-2016,07 - 08,"18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16","18,16"
28-02-2016,08 - 09,"21,20","18,40","21,20","18,40","21,20","18,40","21,20","18,40","21,20","18,40","21,20","18,40","21,20","18,40","21,20","18,40","21,20","18,40","21,20","18,40","21,20","18,40","21,20","18,40"
28-02-2016,09 - 10,"21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02"
28-02-2016,10 - 11,"21,20","19,04","21,20","19,04","21,20","19,04","21,20","19,04","21,20","19,04","21,20","19,04","21,20","19,04","21,20","19,04","21,20","19,04","21,20","19,04","21,20","19,04","21,20","19,04"
28-02-2016,11 - 12,"21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02","21,20","19,02"
28-02-2016,12 - 13,"21,20","14,74","21,20","14,74","21,20","14,74","21,20","14,74","21,20","14,74","21,20","14,74","21,20","14,74","21,20","14,74","21,20","14,74","21,20","14,74","21,20","14,74","21,20","14,74"
28-02-2016,13 - 14,"18,19","14,74","18,19","14,74","18,19","14,74","18,19","14,74","18,19","14,74","18,19","14,74","18,19","14,74","18,19","14,74","18,19","14,74","18,19","14,74","18,19","14,74","18,19","14,74"
28-02-2016,14 - 15,"18,04","14,74","18,04","14,74","18,04","14,74","18,04","14,74","18,04","14,74","18,04","14,74","18,04","14,74","18,04","14,74","18,04","14,74","18,04","14,74","18,04","14,74","18,04","14,74"
28-02-2016,15 - 16,"17,94","14,74","17,94","14,74","17,94","14,74","17,94","14,74","17,94","14,74","17,94","14,74","17,94","14,74","17,94","14,74","17,94","14,74","17,94","14,74","17,94","14,74","17,94","14,74"
28-02-2016,16 - 17,"18,16","14,74","18,16","14,74","18,16","14,74","18,16","14,74","18,16","14,74","18,16","14,74","18,16","14,74","18,16","14,74","18,16","14,74","18,16","14,74","15,87","14,74","18,16","14,74"
28-02-2016,17 - 18,"19,48","16,03","19,48","16,03","19,48","16,03","19,48","16,03","19,48","16,03","19,48","16,03","19,48","16,03","19,48","16,03","19,48","16,03","27,11","16,03","19,11","16,03","19,48","16,03"
28-02-2016,18 - 19,"24,57","20,89","24,57","20,89","24,57","21,35","24,57","21,35","24,57","20,89","24,57","21,35","24,57","21,35","24,57","21,35","27,78","24,00","27,80","27,80","24,57","24,00","27,78","24,00"
28-02-2016,19 - 20,"23,51","21,82","23,51","21,82","23,51","22,01","23,51","22,01","23,51","21,82","23,51","22,01","23,51","22,01","23,51","22,01","27,78","24,49","24,74","24,74","23,51","22,01","27,78","24,49"
28-02-2016,20 - 21,"20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","20,67","27,78","20,67","20,67","20,67","20,67","20,67","27,78","20,67"
28-02-2016,21 - 22,"19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","19,72","23,41","23,41","19,72","19,72","19,72","19,72"
28-02-2016,22 - 23,"19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","19,79","22,93","22,93","19,79","19,79","19,79","19,79"
28-02-2016,23 - 00,"21,37","19,54","21,37","19,54","21,37","19,54","21,37","19,54","21,37","19,54","21,37","19,54","21,37","19,54","21,37","19,54","21,37","19,54","21,37","19,54","21,37","19,54","21,37","19,54"
29-02-2016,00 - 01,"21,30","19,25","21,30","19,25","21,30","19,25","21,30","19,25","21,30","19,25","21,30","19,25","21,30","19,25","21,30","19,25","21,30","19,25","21,30","19,25","21,30","19,12","21,30","19,25"
29-02-2016,01 - 02,"20,10","18,21","20,10","18,21","20,10","18,21","20,10","18,21","20,10","18,21","20,10","18,21","20,10","18,21","20,10","18,21","20,10","18,21","20,10","18,21","20,10","17,77","20,10","18,21"
29-02-2016,02 - 03,"18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03","18,03"
29-02-2016,03 - 04,"20,00","18,01","20,00","18,01","20,00","18,01","20,00","18,01","20,00","18,01","20,00","18,01","20,00","18,01","20,00","18,01","20,00","18,01","20,00","18,01","20,00","18,01","20,00","18,01"
29-02-2016,04 - 05,"20,00","18,40","20,00","18,40","20,00","18,40","20,00","18,40","20,00","18,40","20,00","18,40","20,00","18,40","20,00","18,40","20,00","18,40","20,00","19,04","20,00","17,01","20,00","18,40"
29-02-2016,05 - 06,"21,37","19,76","21,37","19,76","21,37","19,76","21,37","19,76","21,37","19,76","21,37","19,76","21,37","19,76","21,37","19,76","21,37","19,76","103,00","31,18","21,37","18,49","21,37","19,76"
29-02-2016,06 - 07,"33,10","21,57","33,10","21,57","33,10","21,62","33,10","20,33","33,10","21,57","33,10","21,62","33,10","21,62","33,10","21,62","33,10","24,28","35,27","35,27","33,10","24,28","33,10","24,28"
29-02-2016,07 - 08,"62,00","34,56","62,00","34,56","62,00","34,56","62,00","22,69","62,00","34,56","62,00","34,56","62,00","34,56","62,00","34,56","62,00","34,56","62,00","42,46","62,00","34,56","62,00","34,56"
29-02-2016,08 - 09,"62,00","32,96","62,00","32,96","62,00","32,96","62,00","32,96","62,00","32,96","62,00","32,96","62,00","32,96","62,00","32,96","62,00","32,96","62,00","47,47","62,00","32,96","62,00","32,96"
29-02-2016,09 - 10,"27,99","27,99","27,99","27,99","27,99","27,99","27,99","27,99","27,99","27,99","27,99","27,99","27,99","27,99","27,99","27,99","27,99","27,99","38,77","38,77","27,99","27,99","27,99","27,99"
29-02-2016,10 - 11,"34,24","24,92","34,24","24,92","34,24","24,92","34,24","24,92","34,24","24,92","34,24","24,92","34,24","24,92","34,24","24,92","34,24","24,92","35,25","35,25","34,24","24,92","34,24","24,92"
29-02-2016,11 - 12,"31,58","23,48","31,58","23,48","31,58","23,48","31,58","23,48","31,58","23,48","31,58","23,48","31,58","23,48","31,58","23,48","31,58","23,48","35,22","35,22","31,58","23,48","31,58","23,48"
29-02-2016,12 - 13,"24,40","19,00","24,40","19,00","24,40","19,00","24,40","19,00","24,40","19,00","24,40","19,00","24,40","19,00","24,40","19,00","27,76","22,22","32,44","19,00","24,40","19,00","27,76","22,22"
29-02-2016,13 - 14,"21,62","16,84","21,62","16,84","21,62","16,84","21,62","16,84","21,62","16,84","21,62","16,84","21,62","16,84","21,62","16,84","27,76","21,67","35,26","16,84","21,62","16,84","27,76","21,67"
29-02-2016,14 - 15,"21,09","16,31","21,09","16,31","21,09","16,31","21,09","16,31","21,09","16,31","21,09","16,31","21,09","16,31","21,09","16,31","21,47","16,31","35,39","16,31","21,09","16,31","21,47","16,31"
29-02-2016,15 - 16,"20,96","18,20","20,96","18,20","20,96","18,20","20,96","18,20","20,96","18,20","20,96","18,20","20,96","18,20","20,96","18,20","21,71","18,20","34,24","18,20","20,96","18,20","21,71","18,20"
29-02-2016,16 - 17,"20,96","17,62","20,96","17,62","20,96","17,62","20,96","17,62","20,96","17,62","20,96","17,62","20,96","17,62","20,96","17,62","22,03","17,62","33,01","17,62","20,96","17,62","22,03","17,62"
29-02-2016,17 - 18,"27,37","17,62","27,37","17,62","23,16","17,62","23,16","17,62","27,37","17,62","23,16","17,62","23,16","17,62","36,00","17,62","36,00","17,62","37,13","17,62","36,00","17,62","36,00","17,62"
29-02-2016,18 - 19,"26,84","20,00","26,84","20,00","24,30","18,00","24,30","18,00","26,84","20,00","24,30","18,00","24,30","18,00","65,00","24,30","65,00","33,22","65,00","38,19","65,00","24,30","65,00","33,22"
29-02-2016,19 - 20,"26,84","20,10","26,84","20,10","22,21","16,02","22,21","16,02","26,84","20,10","22,21","16,02","22,21","16,02","60,33","22,08","60,33","29,70","60,33","16,02","60,33","22,08","60,33","29,70"
29-02-2016,20 - 21,"21,21","21,21","21,21","21,21","21,21","16,00","21,21","16,00","21,21","21,21","21,21","16,00","21,21","16,00","21,21","21,21","21,21","21,21","24,15","16,00","21,21","21,21","21,21","21,21"
29-02-2016,21 - 22,"20,01","16,90","20,01","16,90","20,01","16,90","20,01","16,90","20,01","16,90","20,01","16,90","20,01","16,90","20,01","16,90","20,01","16,90","24,95","16,90","20,01","16,90","20,01","16,90"
29-02-2016,22 - 23,"19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","19,65","20,07","20,07","19,65","19,65","19,65","19,65"
29-02-2016,23 - 00,"18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83","18,83"
1/3/2016,00 - 01,"19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27","19,27"
1/3/2016,01 - 02,"20,03","19,05","20,03","19,05","20,03","19,05","20,03","19,05","20,03","19,05","20,03","19,05","20,03","19,05","20,03","19,05","20,03","19,05","20,03","19,05","20,03","19,05","20,03","19,05"
1/3/2016,02 - 03,"20,03","18,97","20,03","18,97","20,03","18,97","20,03","18,97","20,03","18,97","20,03","18,97","20,03","18,97","20,03","18,97","20,03","18,97","20,03","18,97","20,03","18,97","20,03","18,97"
1/3/2016,03 - 04,"20,03","19,03","20,03","19,03","20,03","19,03","20,03","19,03","20,03","19,03","20,03","19,03","20,03","19,03","20,03","19,03","20,03","19,03","20,03","19,03","20,03","19,03","20,03","19,03"
1/3/2016,04 - 05,"20,03","19,32","20,03","19,32","20,03","19,32","20,03","19,32","20,03","19,32","20,03","19,32","20,03","19,32","20,03","19,32","20,03","19,32","37,00","19,32","20,03","19,32","20,03","19,32"
1/3/2016,05 - 06,"19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","19,77","54,00","29,85","19,77","19,77","19,77","19,77"
1/3/2016,06 - 07,"19,99","17,17","19,99","17,17","19,99","17,17","19,99","17,17","19,99","17,17","19,99","17,17","19,99","17,17","19,99","17,17","19,99","17,17","31,03","17,17","19,99","17,17","19,99","17,17"
1/3/2016,07 - 08,"24,21","17,71","24,21","17,71","24,21","17,71","24,21","17,71","24,21","17,71","24,21","17,71","24,21","17,71","24,21","17,71","24,21","17,71","33,21","17,71","24,21","17,71","24,21","17,71"
1/3/2016,08 - 09,"26,30","26,30","26,30","26,30","26,30","26,30","26,30","26,30","24,24","20,51","26,30","26,30","26,30","26,30","26,30","26,30","30,00","30,00","36,74","36,74","24,85","24,85","30,00","30,00"
1/3/2016,09 - 10,"24,24","21,98","24,24","21,98","24,24","21,98","24,24","21,98","24,24","20,65","24,24","21,98","24,24","21,98","24,24","21,98","24,24","24,07","37,66","37,66","24,24","21,98","24,24","24,07"
1/3/2016,10 - 11,"24,24","21,00","24,24","21,00","24,24","21,00","24,24","21,00","24,24","20,65","24,24","21,00","24,24","21,00","24,24","21,00","24,24","24,07","37,68","37,68","24,24","21,00","24,24","24,07"
1/3/2016,11 - 12,"23,00","20,33","23,00","20,33","23,00","20,33","23,00","20,33","23,00","20,33","23,00","20,33","23,00","20,33","23,00","20,33","24,02","24,02","32,37","32,37","23,00","20,33","24,02","24,02"
1/3/2016,12 - 13,"21,08","19,98","21,08","19,98","21,08","19,98","21,08","19,98","21,08","19,98","21,08","19,98","21,08","19,98","21,08","19,98","21,08","19,98","32,34","32,34","21,08","19,98","21,08","19,98"
1/3/2016,13 - 14,"21,00","19,86","21,00","19,86","21,00","19,86","21,00","19,86","21,00","19,86","21,00","19,86","21,00","19,86","21,00","19,86","21,00","19,86","37,68","37,68","21,00","19,86","21,00","19,86"
1/3/2016,14 - 15,"21,00","19,76","21,00","19,76","21,00","19,76","21,00","19,76","21,00","19,76","21,00","19,76","21,00","19,76","21,00","19,76","21,00","19,76","30,34","30,34","21,00","19,76","21,00","19,76"
1/3/2016,15 - 16,"21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","31,99","31,99","21,00","19,65","21,00","19,65"
1/3/2016,16 - 17,"21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","21,00","19,65","31,17","31,17","21,00","19,65","21,00","19,65"
1/3/2016,17 - 18,"19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","19,86","39,05","39,05","19,86","19,86","19,86","19,86"
1/3/2016,18 - 19,"21,00","19,97","21,00","19,97","21,00","19,97","21,00","19,97","21,00","19,97","21,00","19,97","21,00","19,97","21,00","19,97","24,03","24,03","39,02","39,02","21,00","19,97","24,03","24,03"
1/3/2016,19 - 20,"19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","30,38","30,38","19,78","19,78","19,78","19,78"
1/3/2016,20 - 21,"19,48","17,92","19,48","17,92","19,48","17,92","19,48","17,92","19,48","17,92","19,48","17,92","19,48","17,92","19,48","17,92","19,48","17,92","19,48","17,92","19,48","17,92","19,48","17,92"
1/3/2016,21 - 22,"19,09","17,17","19,09","17,17","19,09","17,17","19,09","17,17","19,09","17,17","19,09","17,17","19,09","17,17","19,09","17,17","19,09","17,17","19,09","17,17","19,09","17,17","19,09","17,17"
1/3/2016,22 - 23,"18,29","17,17","18,29","17,17","18,29","17,17","18,29","17,17","18,29","17,17","18,29","17,17","18,29","17,17","18,29","17,17","18,29","17,17","18,29","17,17","18,39","17,17","18,29","17,17"
1/3/2016,23 - 00,"17,16","13,80","17,16","13,80","17,16","13,80","17,16","13,80","17,16","13,80","17,16","13,80","17,16","13,80","17,16","13,80","17,16","13,80","17,16","13,80","17,06","-6,70","17,16","13,80"
2/3/2016,00 - 01,"16,99","13,80","16,99","13,80","16,99","13,80","16,99","13,80","16,99","13,80","16,99","13,80","16,99","13,80","16,99","13,80","16,99","13,80","16,99","13,80","10,58","-6,70","16,99","13,80"
2/3/2016,01 - 02,"16,97","13,80","16,97","13,80","16,97","13,80","16,97","13,80","16,97","13,80","16,97","13,80","16,97","13,80","16,97","13,80","16,97","13,80","16,97","13,80","13,56","-12,74","16,97","13,80"
2/3/2016,02 - 03,"17,00","12,22","17,00","12,22","17,00","12,22","17,00","12,22","17,00","12,22","17,00","12,22","17,00","12,22","17,00","12,22","17,00","12,22","17,00","12,22","17,00","12,22","17,00","12,22"
2/3/2016,03 - 04,"17,04","12,22","17,04","12,22","17,04","12,22","17,04","12,22","17,04","12,22","17,04","12,22","17,04","12,22","17,04","12,22","17,04","12,22","17,04","12,22","17,04","12,22","17,04","12,22"
2/3/2016,04 - 05,"17,38","12,84","17,38","12,84","17,38","12,84","17,38","12,84","17,38","12,84","17,38","12,84","17,38","12,84","17,38","12,84","17,38","12,84","17,95","12,84","14,89","12,84","17,38","12,84"
2/3/2016,05 - 06,"18,10","13,81","18,10","13,81","18,10","13,81","18,10","13,81","18,10","13,81","18,10","13,81","18,10","13,81","18,10","13,81","18,10","13,81","30,62","13,81","15,85","13,81","18,10","13,81"
2/3/2016,06 - 07,"19,20","15,41","19,20","15,41","19,20","15,41","19,20","15,41","19,20","15,41","19,20","15,41","19,20","15,41","19,20","15,41","19,20","15,41","32,01","32,01","21,45","15,41","19,20","15,41"
2/3/2016,07 - 08,"20,59","16,50","20,59","16,50","20,59","16,50","20,59","16,50","20,59","16,50","20,59","16,50","20,59","16,50","20,59","16,50","27,28","16,50","37,91","16,50","23,08","16,50","27,28","16,50"
2/3/2016,08 - 09,"23,78","19,00","23,78","19,00","23,78","19,00","23,78","19,00","23,78","19,00","23,78","19,00","23,78","19,00","23,78","19,00","27,28","24,65","39,25","19,00","23,78","19,00","27,28","24,65"
2/3/2016,09 - 10,"23,82","19,00","23,82","19,00","23,82","19,00","23,82","19,00","23,82","19,00","23,82","19,00","23,82","19,00","23,82","19,00","27,28","24,09","38,07","19,00","23,82","19,00","27,28","24,09"
2/3/2016,10 - 11,"23,74","19,00","23,74","19,00","23,74","19,00","23,74","19,00","23,74","19,00","23,74","19,00","23,74","19,00","23,74","19,00","27,28","25,01","39,25","19,00","23,74","19,00","27,28","25,01"
2/3/2016,11 - 12,"23,74","23,74","23,74","23,74","22,05","22,05","22,05","22,05","23,74","23,74","22,05","22,05","22,05","22,05","23,74","23,74","27,28","25,03","37,87","37,87","23,74","23,74","27,28","25,03"
2/3/2016,12 - 13,"24,61","18,30","24,61","18,30","24,61","18,30","24,61","18,30","24,61","18,30","24,61","18,30","24,61","18,30","24,61","18,30","25,04","23,54","37,89","18,30","24,61","18,30","25,04","23,54"
2/3/2016,13 - 14,"25,17","18,30","25,17","18,30","25,17","18,30","25,17","18,30","25,17","18,30","25,17","18,30","25,17","18,30","25,17","18,30","25,17","23,54","32,36","18,30","25,17","18,30","25,17","23,54"
2/3/2016,14 - 15,"25,09","18,30","25,09","18,30","25,09","18,30","25,09","18,30","25,09","18,30","25,09","18,30","25,09","18,30","25,09","18,30","25,09","18,30","32,31","18,30","25,09","18,30","25,09","18,30"
2/3/2016,15 - 16,"23,75","19,40","23,75","19,40","23,75","19,40","23,75","19,40","23,75","19,40","23,75","19,40","23,75","19,40","23,75","19,40","25,07","19,40","32,07","19,40","23,75","19,40","25,07","19,40"
2/3/2016,16 - 17,"22,12","19,80","22,12","19,80","22,12","19,80","22,12","19,80","22,12","19,80","22,12","19,80","22,12","19,80","22,12","19,80","25,09","25,00","32,31","19,80","22,12","19,80","25,09","25,00"
2/3/2016,17 - 18,"26,93","16,47","26,93","16,47","26,93","16,47","26,93","16,47","26,93","16,47","26,93","16,47","26,93","16,47","26,93","16,47","31,23","25,00","38,37","16,47","26,93","16,47","31,23","25,00"
2/3/2016,18 - 19,"28,83","16,47","28,83","16,47","28,83","16,47","28,83","16,47","28,83","16,47","28,83","16,47","28,83","16,47","28,83","16,47","39,04","24,90","43,58","16,47","28,83","16,47","39,04","24,90"
2/3/2016,19 - 20,"26,45","16,47","26,45","16,47","26,45","16,47","26,45","16,47","26,45","16,47","26,45","16,47","26,45","16,47","26,45","16,47","35,98","16,47","35,98","16,47","26,45","16,47","35,98","16,47"
2/3/2016,20 - 21,"23,07","16,00","23,07","16,00","23,07","16,00","23,07","16,00","23,07","16,00","23,07","16,00","23,07","16,00","23,07","16,00","25,21","16,00","23,07","16,00","23,07","16,00","25,21","16,00"
2/3/2016,21 - 22,"20,59","16,00","20,59","16,00","20,59","16,00","20,59","16,00","20,59","16,00","20,59","16,00","20,59","16,00","20,59","16,00","20,59","16,00","20,59","16,00","20,59","16,00","20,59","16,00"
2/3/2016,22 - 23,"19,87","14,98","19,87","14,98","19,87","14,98","19,87","14,98","19,87","14,98","19,87","14,98","19,87","14,98","19,87","14,98","19,87","14,98","19,87","14,98","19,87","14,98","19,87","14,98"
2/3/2016,23 - 00,"19,32","13,28","19,32","13,28","19,32","13,28","19,32","13,28","19,32","13,28","19,32","13,28","19,32","13,28","19,32","13,28","19,32","13,28","19,32","13,28","19,32","13,28","19,32","13,28"
3/3/2016,00 - 01,"19,54","13,37","19,54","13,37","19,54","13,37","19,54","13,37","19,54","13,37","19,54","13,37","19,54","13,37","19,54","13,37","19,54","13,37","19,54","13,37","17,47","13,37","19,54","13,37"
3/3/2016,01 - 02,"19,10","13,37","19,10","13,37","19,10","13,37","19,10","13,37","19,10","13,37","19,10","13,37","19,10","13,37","19,10","13,37","19,10","13,37","19,10","13,37","19,10","13,37","19,10","13,37"
3/3/2016,02 - 03,"18,54","14,34","18,54","14,34","18,54","14,34","18,54","14,34","18,54","14,34","18,54","14,34","18,54","14,34","18,54","14,34","18,54","14,34","18,54","14,34","18,64","14,34","18,54","14,34"
3/3/2016,03 - 04,"18,08","15,70","18,08","15,70","18,08","15,70","18,08","15,70","18,08","15,70","18,08","15,70","18,08","15,70","18,08","15,70","18,08","15,70","18,08","15,70","17,98","15,70","18,08","15,70"
3/3/2016,04 - 05,"18,70","15,40","18,70","15,40","18,70","15,40","18,70","15,40","18,70","15,40","18,70","15,40","18,70","15,40","18,70","15,40","18,70","15,40","19,01","15,40","18,26","15,40","18,70","15,40"
3/3/2016,05 - 06,"19,96","15,40","19,96","15,40","19,96","15,40","19,56","15,40","19,96","15,40","19,96","15,40","19,96","15,40","19,96","15,40","19,96","15,40","28,64","15,40","19,38","15,40","19,96","15,40"
3/3/2016,06 - 07,"21,36","19,80","21,36","19,80","21,36","19,80","21,32","19,80","21,36","19,80","21,36","19,80","21,36","19,80","21,36","19,80","23,88","19,80","32,41","19,80","22,39","19,80","23,88","19,80"
3/3/2016,07 - 08,"25,48","19,80","25,48","19,80","25,48","19,80","25,48","19,80","25,48","19,80","25,48","19,80","25,48","19,80","25,48","19,80","30,19","23,53","35,96","19,80","25,48","19,80","30,19","23,53"
3/3/2016,08 - 09,"31,87","19,80","31,87","19,80","31,87","19,80","31,87","19,80","31,87","19,80","31,87","19,80","31,87","19,80","31,87","19,80","31,87","25,00","40,43","19,80","31,87","19,80","31,87","25,00"
3/3/2016,09 - 10,"40,37","25,96","40,37","25,96","40,37","25,96","40,37","25,96","40,37","25,96","40,37","25,96","40,37","25,96","40,37","25,96","40,37","30,94","42,58","42,58","40,37","25,96","40,37","30,94"
3/3/2016,10 - 11,"60,00","24,30","60,00","24,30","60,00","24,30","60,00","24,30","60,00","24,30","60,00","24,30","60,00","24,30","60,00","24,30","60,00","30,57","92,58","42,58","60,00","24,30","60,00","30,57"
3/3/2016,11 - 12,"46,94","23,48","46,94","23,48","46,94","23,48","46,94","23,48","46,94","23,48","46,94","23,48","46,94","23,48","46,94","23,48","46,94","31,17","85,00","43,01","46,94","23,48","46,94","31,17"
3/3/2016,12 - 13,"45,00","23,87","45,00","23,87","45,00","23,87","45,00","23,13","45,00","23,87","45,00","23,87","45,00","23,87","45,00","23,87","45,00","29,35","45,00","42,58","45,00","23,87","45,00","29,35"
3/3/2016,13 - 14,"44,25","23,41","44,25","23,41","44,25","23,41","44,25","23,41","44,25","23,41","44,25","23,41","44,25","23,41","44,25","23,41","44,25","29,79","44,25","32,50","44,25","23,41","44,25","29,79"
3/3/2016,14 - 15,"30,84","19,80","30,84","19,80","30,84","19,80","30,84","19,80","30,84","19,80","30,84","19,80","30,84","19,80","30,84","19,80","30,84","19,80","45,00","19,80","30,84","19,80","30,84","19,80"
3/3/2016,15 - 16,"22,59","19,90","22,59","19,90","22,59","19,90","22,59","19,90","22,59","19,90","22,59","19,90","22,59","19,90","22,59","19,90","30,23","19,90","32,41","19,90","22,59","19,90","30,23","19,90"
3/3/2016,16 - 17,"22,27","19,80","22,27","19,80","22,27","19,80","22,27","19,80","22,27","19,80","22,27","19,80","22,27","19,80","22,27","19,80","30,22","19,80","32,43","19,90","22,27","19,80","30,22","19,80"
3/3/2016,17 - 18,"24,64","19,30","24,64","19,30","24,64","19,30","24,64","19,30","24,64","19,30","24,64","19,30","24,64","19,30","24,64","19,30","32,06","19,30","43,12","19,30","24,64","19,30","32,06","19,30"
3/3/2016,18 - 19,"27,96","19,90","27,96","19,90","27,96","19,90","27,96","19,90","27,96","19,90","27,96","19,90","27,96","19,90","27,96","19,90","41,69","19,90","42,56","19,90","27,96","19,90","41,69","19,90"
3/3/2016,19 - 20,"22,73","22,73","22,73","22,73","22,73","22,73","22,73","22,73","22,73","22,73","22,73","22,73","22,73","22,73","22,73","22,73","32,47","32,47","32,47","32,47","22,73","22,73","32,47","32,47"
3/3/2016,20 - 21,"21,48","21,48","21,48","21,48","21,48","21,48","21,48","21,48","21,48","21,48","21,48","21,48","21,48","21,48","21,48","21,48","25,44","25,44","22,39","22,39","21,48","21,48","25,44","25,44"
3/3/2016,21 - 22,"21,05","19,80","21,05","19,80","21,05","19,80","21,05","19,80","21,05","19,80","21,05","19,80","21,05","19,80","21,05","19,80","25,01","19,80","22,82","19,80","21,05","19,80","25,01","19,80"
3/3/2016,22 - 23,"20,53","20,53","20,53","20,53","20,53","20,53","20,27","20,27","20,53","20,53","20,53","20,53","20,53","20,53","20,53","20,53","20,53","20,53","25,00","20,53","20,53","20,53","20,53","20,53"
3/3/2016,23 - 00,"19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78","19,78"
4/3/2016,00 - 01,"19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91","19,91"
4/3/2016,01 - 02,"19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55","19,55"
4/3/2016,02 - 03,"19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28","19,28"
4/3/2016,03 - 04,"19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,10","19,19","19,19","19,10","19,10"
4/3/2016,04 - 05,"19,08","16,00","19,08","16,00","19,08","16,00","19,08","16,00","19,08","16,00","19,08","16,00","19,08","16,00","19,08","16,00","19,08","16,00","28,00","16,00","18,99","16,00","19,08","16,00"
4/3/2016,05 - 06,"20,18","16,00","20,18","16,00","20,18","16,00","20,12","16,00","20,18","16,00","20,18","16,00","20,18","16,00","20,18","16,00","20,18","16,00","45,00","30,75","20,18","16,00","20,18","16,00"
