Consumption prognosis in MWh,,,,,,,,,
Data was last updated 10-02-2020,,,,,,,,,
,Hours,NO,SE,FI,DK1,DK2,EE,LV,LT
1/1/2020,00 - 01,15663,15056,9644,1868,1346,840,690,1059
1/1/2020,01 - 02,15435,14817,9352,1833,1299,818,663,1019
1/1/2020,02 - 03,15235,14593,9141,1742,1246,804,637,990
1/1/2020,03 - 04,15146,14407,9119,1723,1234,808,619,985
1/1/2020,04 - 05,15156,14368,9164,1730,1202,830,626,981
1/1/2020,05 - 06,15276,14455,9285,1746,1194,880,622,1011
1/1/2020,06 - 07,15497,14608,9306,1810,1216,956,625,1038
1/1/2020,07 - 08,15791,14872,9460,1911,1230,1032,632,1060
1/1/2020,08 - 09,16225,15083,9476,1968,1273,1060,647,1078
1/1/2020,09 - 10,16738,15306,9507,2052,1346,1089,686,1136
1/1/2020,10 - 11,17228,15634,9614,2162,1441,1100,730,1199
1/1/2020,11 - 12,17370,15906,9654,2248,1503,1090,757,1238
1/1/2020,12 - 13,17301,16048,9630,2261,1537,1093,767,1243
1/1/2020,13 - 14,17320,16111,9637,2217,1539,1096,778,1239
1/1/2020,14 - 15,17378,16391,9838,2197,1540,1129,790,1241
1/1/2020,15 - 16,17577,16881,10040,2186,1579,1183,845,1310
1/1/2020,16 - 17,17873,17368,10099,2393,1699,1186,855,1367
1/1/2020,17 - 18,17877,17473,10152,2582,1812,1150,851,1363
1/1/2020,18 - 19,17704,17286,10136,2544,1790,1092,841,1342
1/1/2020,19 - 20,17596,16938,10008,2358,1682,1021,829,1312
1/1/2020,20 - 21,17427,16507,9717,2223,1579,974,803,1258
1/1/2020,21 - 22,17159,16007,9939,2110,1486,932,744,1170
1/1/2020,22 - 23,16755,15506,9825,1992,1404,881,694,1067
1/1/2020,23 - 00,16228,14995,9740,1887,1322,912,651,1043
2/1/2020,00 - 01,15398,15080,9495,1789,1243,870,605,971
2/1/2020,01 - 02,15106,14855,9354,1743,1186,858,587,945
2/1/2020,02 - 03,14970,14736,9301,1748,1156,845,582,941
2/1/2020,03 - 04,14933,14762,9353,1779,1173,840,588,964
2/1/2020,04 - 05,15066,14914,9589,1861,1215,837,622,1024
2/1/2020,05 - 06,15517,15476,10124,1915,1282,840,714,1215
2/1/2020,06 - 07,16746,16710,10422,2165,1447,867,833,1383
2/1/2020,07 - 08,17654,17948,10622,2555,1655,899,927,1491
2/1/2020,08 - 09,18061,18561,10622,2773,1773,919,973,1544
2/1/2020,09 - 10,18142,18631,10573,2833,1829,942,1004,1579
2/1/2020,10 - 11,18203,18820,10572,2916,1869,961,1018,1611
2/1/2020,11 - 12,18185,18749,10567,2939,1878,970,1004,1609
2/1/2020,12 - 13,18117,18642,10516,2905,1880,968,1013,1623
2/1/2020,13 - 14,18131,18568,10547,2883,1871,980,1017,1611
2/1/2020,14 - 15,18211,18656,10642,2894,1870,1018,1028,1605
2/1/2020,15 - 16,18469,19041,10770,2879,1883,1077,1070,1666
2/1/2020,16 - 17,18605,19392,10751,3015,1997,1084,1057,1686
2/1/2020,17 - 18,18492,19421,10709,3165,2104,1083,1039,1670
2/1/2020,18 - 19,18233,19085,10697,3052,2028,1075,1018,1638
2/1/2020,19 - 20,17967,18628,10546,2896,1890,1058,985,1576
2/1/2020,20 - 21,17727,18112,10181,2742,1749,1033,938,1498
2/1/2020,21 - 22,17422,17437,10250,2597,1619,982,856,1375
2/1/2020,22 - 23,16955,16701,10094,2413,1498,920,780,1237
2/1/2020,23 - 00,16329,15976,9660,2264,1395,876,702,1158
3/1/2020,00 - 01,15620,15145,9407,2119,1289,972,655,1019
3/1/2020,01 - 02,15346,14856,9294,2019,1230,959,647,993
3/1/2020,02 - 03,15193,14710,9250,2028,1218,950,650,982
3/1/2020,03 - 04,15217,14692,9288,2042,1239,952,665,991
3/1/2020,04 - 05,15389,14828,9508,2080,1260,985,693,1053
3/1/2020,05 - 06,15809,15439,10017,2200,1322,1083,780,1245
3/1/2020,06 - 07,16884,16830,10295,2416,1497,1203,894,1409
3/1/2020,07 - 08,18151,18340,10486,2731,1715,1315,1011,1538
3/1/2020,08 - 09,18688,18981,10475,2910,1808,1342,1058,1589
3/1/2020,09 - 10,18835,19013,10429,2905,1840,1374,1078,1622
3/1/2020,10 - 11,18888,19260,10431,2922,1853,1379,1070,1639
3/1/2020,11 - 12,18767,19208,10444,2928,1838,1373,1059,1630
3/1/2020,12 - 13,18732,19160,10400,2814,1813,1374,1066,1630
3/1/2020,13 - 14,18731,19136,10443,2771,1834,1372,1054,1609
3/1/2020,14 - 15,18860,19242,10542,2688,1797,1407,1070,1603
3/1/2020,15 - 16,19098,19707,10671,2688,1811,1422,1094,1651
3/1/2020,16 - 17,19289,20139,10662,2743,1927,1414,1066,1674
3/1/2020,17 - 18,19196,20247,10615,2945,2031,1373,1036,1637
3/1/2020,18 - 19,18997,19959,10618,2924,1961,1344,1008,1580
3/1/2020,19 - 20,18728,19488,10495,2798,1825,1296,979,1523
3/1/2020,20 - 21,18304,18922,10173,2664,1690,1260,924,1444
3/1/2020,21 - 22,17877,18165,10268,2528,1588,1188,844,1333
3/1/2020,22 - 23,17441,17331,10149,2394,1487,1121,768,1231
3/1/2020,23 - 00,16980,16506,9734,2196,1396,1070,658,1137
4/1/2020,00 - 01,17137,15656,9460,1997,1336,890,640,1050
4/1/2020,01 - 02,16727,15356,9303,1892,1275,860,620,1015
4/1/2020,02 - 03,16477,15225,9241,1922,1212,836,611,996
4/1/2020,03 - 04,16328,15205,9237,1937,1195,829,612,998
4/1/2020,04 - 05,16263,15290,9333,1972,1200,839,637,1027
4/1/2020,05 - 06,16370,15515,9529,2044,1232,873,670,1108
4/1/2020,06 - 07,16567,15975,9630,2155,1291,936,761,1191
4/1/2020,07 - 08,17044,16622,9889,2299,1387,998,802,1268
4/1/2020,08 - 09,17793,17363,9955,2479,1512,1046,842,1343
4/1/2020,09 - 10,18503,17948,10011,2536,1642,1072,885,1408
4/1/2020,10 - 11,18955,18370,10044,2634,1750,1083,891,1436
4/1/2020,11 - 12,18933,18467,10004,2596,1729,1081,884,1444
4/1/2020,12 - 13,18813,18391,9998,2537,1659,1087,883,1441
4/1/2020,13 - 14,18667,18330,10026,2477,1645,1093,902,1429
4/1/2020,14 - 15,18765,18358,10225,2499,1641,1129,921,1429
4/1/2020,15 - 16,18979,18699,10493,2540,1681,1179,945,1482
4/1/2020,16 - 17,19282,19231,10627,2663,1790,1182,948,1534
4/1/2020,17 - 18,19455,19412,10680,2855,1939,1163,925,1517
4/1/2020,18 - 19,19279,19171,10628,2783,1932,1142,901,1468
4/1/2020,19 - 20,18959,18734,10381,2630,1807,1108,885,1412
4/1/2020,20 - 21,18547,18259,10034,2488,1709,1071,844,1351
4/1/2020,21 - 22,18156,17754,10189,2314,1608,1010,781,1256
4/1/2020,22 - 23,17759,17220,10098,2153,1519,954,720,1163
4/1/2020,23 - 00,17372,16704,9792,2025,1431,900,650,1097
5/1/2020,00 - 01,17001,16308,9503,1904,1351,881,636,1042
5/1/2020,01 - 02,16713,16093,9329,1792,1293,860,612,1018
5/1/2020,02 - 03,16609,15968,9271,1771,1252,843,602,1003
5/1/2020,03 - 04,16516,15986,9307,1759,1231,844,603,1010
5/1/2020,04 - 05,16494,16085,9414,1755,1234,862,609,1030
5/1/2020,05 - 06,16552,16286,9588,1796,1262,896,648,1099
5/1/2020,06 - 07,16844,16677,9672,1904,1322,945,705,1150
5/1/2020,07 - 08,17188,17179,9934,2073,1394,1008,753,1198
5/1/2020,08 - 09,17691,17700,10065,2237,1506,1051,801,1274
5/1/2020,09 - 10,18221,18243,10240,2330,1606,1085,847,1347
5/1/2020,10 - 11,18603,18638,10391,2378,1682,1092,863,1382
5/1/2020,11 - 12,18729,18804,10357,2384,1711,1087,870,1399
5/1/2020,12 - 13,18710,18720,10273,2367,1693,1094,874,1397
5/1/2020,13 - 14,18814,18593,10278,2383,1682,1094,869,1397
5/1/2020,14 - 15,18881,18601,10469,2408,1675,1126,881,1387
5/1/2020,15 - 16,19094,18897,10814,2455,1720,1178,949,1460
5/1/2020,16 - 17,19263,19334,10965,2651,1855,1179,956,1528
5/1/2020,17 - 18,19254,19472,10979,2883,2012,1167,945,1529
5/1/2020,18 - 19,18999,19213,10949,2754,1971,1139,912,1502
5/1/2020,19 - 20,18715,18819,10738,2545,1833,1097,887,1467
5/1/2020,20 - 21,18437,18232,10361,2379,1688,1055,859,1367
5/1/2020,21 - 22,18058,17501,10489,2255,1557,982,799,1259
5/1/2020,22 - 23,17614,16712,10344,2180,1457,911,720,1148
5/1/2020,23 - 00,16975,15964,10215,2143,1389,864,658,1090
6/1/2020,00 - 01,16597,15808,9863,2015,1276,882,648,1054
6/1/2020,01 - 02,16256,15452,9600,1954,1212,855,631,1034
6/1/2020,02 - 03,16072,15225,9452,1945,1186,852,627,1033
6/1/2020,03 - 04,15987,15117,9398,1971,1211,859,637,1060
6/1/2020,04 - 05,16102,15151,9476,2003,1235,894,680,1131
6/1/2020,05 - 06,16472,15277,9584,2145,1314,994,796,1353
6/1/2020,06 - 07,17562,15734,9597,2555,1549,1125,935,1549
6/1/2020,07 - 08,18682,16256,9870,2966,1817,1235,1044,1681
6/1/2020,08 - 09,19159,16725,9935,3100,1936,1254,1089,1720
6/1/2020,09 - 10,19299,17145,10086,3114,1959,1270,1098,1720
6/1/2020,10 - 11,19348,17482,10235,3209,1972,1272,1088,1714
6/1/2020,11 - 12,19314,17679,10249,3154,1943,1269,1064,1686
6/1/2020,12 - 13,19226,17618,10133,3038,1908,1280,1082,1696
6/1/2020,13 - 14,19177,17547,10111,3085,1910,1269,1087,1678
6/1/2020,14 - 15,19246,17496,10321,3111,1909,1297,1096,1674
6/1/2020,15 - 16,19401,17852,10716,3126,1910,1307,1139,1705
6/1/2020,16 - 17,19552,18346,10797,3206,2013,1289,1125,1714
6/1/2020,17 - 18,19374,18466,10849,3346,2129,1258,1081,1684
6/1/2020,18 - 19,18945,18168,10833,3178,2055,1206,1040,1633
6/1/2020,19 - 20,18667,17740,10620,3016,1921,1163,1005,1579
6/1/2020,20 - 21,18322,17273,10252,2800,1773,1110,956,1498
6/1/2020,21 - 22,17935,16662,10433,2606,1635,1041,874,1343
6/1/2020,22 - 23,17473,16077,10248,2427,1525,981,792,1223
6/1/2020,23 - 00,16818,15479,9865,2218,1402,926,692,1128
7/1/2020,00 - 01,16218,15366,9445,2099,1289,913,657,1145
7/1/2020,01 - 02,15776,15090,9227,2027,1242,899,641,1120
7/1/2020,02 - 03,15565,14995,9139,2038,1247,889,637,1113
7/1/2020,03 - 04,15537,15043,9191,2080,1263,901,650,1126
7/1/2020,04 - 05,15622,15321,9528,2104,1264,940,691,1195
7/1/2020,05 - 06,15968,16063,10339,2200,1339,1065,811,1427
7/1/2020,06 - 07,16898,17804,10765,2470,1551,1216,948,1637
7/1/2020,07 - 08,18018,19416,10968,2872,1830,1333,1061,1763
7/1/2020,08 - 09,18557,19758,10837,3063,1930,1340,1095,1788
7/1/2020,09 - 10,18813,19686,10727,3042,1958,1340,1109,1781
7/1/2020,10 - 11,18899,19760,10699,3078,1981,1332,1101,1768
7/1/2020,11 - 12,18822,19679,10686,3012,1982,1324,1077,1745
7/1/2020,12 - 13,18808,19584,10659,2941,1961,1343,1097,1774
7/1/2020,13 - 14,18807,19501,10654,2972,1943,1331,1099,1782
7/1/2020,14 - 15,18999,19525,10723,2953,1938,1353,1116,1780
7/1/2020,15 - 16,19297,19852,10872,2928,1909,1361,1162,1806
7/1/2020,16 - 17,19466,20168,10920,3069,1975,1337,1135,1818
7/1/2020,17 - 18,19285,20306,10878,3306,2114,1307,1107,1783
7/1/2020,18 - 19,18782,19860,10900,3196,2049,1265,1066,1727
7/1/2020,19 - 20,18344,19411,10753,3026,1913,1221,1031,1672
7/1/2020,20 - 21,17923,18763,10270,2842,1802,1165,964,1579
7/1/2020,21 - 22,17567,17983,10328,2682,1709,1079,881,1436
7/1/2020,22 - 23,17004,17054,10082,2508,1561,988,791,1298
7/1/2020,23 - 00,16483,16167,9643,2333,1422,927,700,1170
8/1/2020,00 - 01,16319,15302,9351,2216,1317,923,677,1169
8/1/2020,01 - 02,15955,14965,9137,2152,1247,896,660,1145
8/1/2020,02 - 03,15667,14825,9067,2128,1243,906,652,1136
8/1/2020,03 - 04,15499,14819,9108,2156,1226,919,665,1147
8/1/2020,04 - 05,15478,15031,9445,2198,1246,961,705,1220
8/1/2020,05 - 06,15797,15782,10257,2296,1329,1099,819,1454
8/1/2020,06 - 07,16616,17594,10679,2631,1571,1245,974,1667
8/1/2020,07 - 08,17459,19282,10887,3065,1860,1351,1075,1815
8/1/2020,08 - 09,17767,19520,10752,3198,1968,1371,1107,1849
8/1/2020,09 - 10,17800,19304,10656,3210,1971,1367,1110,1836
8/1/2020,10 - 11,17943,19306,10661,3237,1974,1364,1101,1819
8/1/2020,11 - 12,18044,19237,10661,3215,1970,1353,1078,1796
8/1/2020,12 - 13,18082,19105,10634,3107,1950,1368,1101,1805
8/1/2020,13 - 14,18088,19055,10653,3129,1909,1371,1100,1795
8/1/2020,14 - 15,18261,19116,10703,3075,1877,1388,1101,1791
8/1/2020,15 - 16,18677,19589,10828,2995,1878,1396,1135,1818
8/1/2020,16 - 17,18963,20044,10868,3057,1969,1376,1117,1840
8/1/2020,17 - 18,18842,20305,10819,3261,2114,1341,1105,1812
8/1/2020,18 - 19,18680,19916,10840,3115,2055,1304,1063,1762
8/1/2020,19 - 20,18477,19517,10689,2986,1913,1266,1017,1701
8/1/2020,20 - 21,18222,18908,10223,2819,1765,1208,950,1602
8/1/2020,21 - 22,17842,18118,10297,2642,1626,1124,867,1455
8/1/2020,22 - 23,17368,17149,10075,2482,1507,1022,782,1319
8/1/2020,23 - 00,16781,16228,9661,2276,1401,957,722,1259
9/1/2020,00 - 01,16563,15635,9345,2140,1291,924,656,1175
9/1/2020,01 - 02,16197,15386,9170,2041,1235,892,646,1158
9/1/2020,02 - 03,16017,15332,9130,1998,1224,899,640,1151
9/1/2020,03 - 04,15967,15416,9214,2009,1238,912,645,1166
9/1/2020,04 - 05,16034,15708,9570,2097,1277,955,686,1235
9/1/2020,05 - 06,16474,16547,10380,2244,1373,1080,808,1464
9/1/2020,06 - 07,17699,18418,10826,2564,1584,1226,957,1669
9/1/2020,07 - 08,18902,20181,11038,3006,1853,1343,1076,1799
9/1/2020,08 - 09,19392,20560,10923,3166,1953,1358,1088,1839
9/1/2020,09 - 10,19440,20510,10838,3147,1955,1350,1092,1827
9/1/2020,10 - 11,19403,20548,10823,3169,1968,1347,1087,1806
9/1/2020,11 - 12,19259,20431,10670,3185,1951,1346,1071,1779
9/1/2020,12 - 13,19145,20281,10460,3146,1958,1363,1089,1793
9/1/2020,13 - 14,19151,20186,10449,3180,1987,1351,1089,1784
9/1/2020,14 - 15,19241,20237,10628,3145,1968,1364,1082,1773
9/1/2020,15 - 16,19513,20655,10938,3122,1952,1369,1123,1792
9/1/2020,16 - 17,19776,21066,11138,3221,2049,1347,1095,1834
9/1/2020,17 - 18,19621,21259,11099,3345,2146,1308,1074,1799
9/1/2020,18 - 19,19352,20832,11131,3145,2072,1268,1036,1753
9/1/2020,19 - 20,19137,20387,10969,2967,1937,1219,1005,1694
9/1/2020,20 - 21,18916,19765,10516,2775,1790,1157,947,1594
9/1/2020,21 - 22,18640,18977,10564,2593,1652,1082,866,1454
9/1/2020,22 - 23,18169,17986,10345,2422,1515,1001,781,1327
9/1/2020,23 - 00,17537,17049,10000,2213,1396,932,703,1203
10/1/2020,00 - 01,17254,16179,9689,2112,1289,934,676,1173
10/1/2020,01 - 02,16851,15894,9521,2042,1251,918,679,1142
10/1/2020,02 - 03,16608,15808,9487,2004,1225,900,679,1138
10/1/2020,03 - 04,16573,15869,9581,1971,1196,904,697,1153
10/1/2020,04 - 05,16738,16153,9978,2079,1246,941,725,1235
10/1/2020,05 - 06,17189,16971,10796,2221,1363,1072,839,1477
10/1/2020,06 - 07,18323,18878,11219,2602,1592,1237,974,1679
10/1/2020,07 - 08,19734,20555,11447,3033,1825,1339,1079,1777
10/1/2020,08 - 09,20380,20850,11410,3170,1929,1350,1107,1813
10/1/2020,09 - 10,20498,20752,11376,3078,1944,1342,1110,1805
10/1/2020,10 - 11,20610,20799,11347,3123,1937,1326,1107,1790
